,file_name,annotation_file,image_path,annotation_path,annotation
237,Alex_30-06-10_1_T00_01_25.png,Alex_30-06-10_1_T00_01_25.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_01_25.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_01_25.txt,0 0.53099 0.384259 0.207291 0.262037
238,Alex_30-06-10_1_T00_01_33.png,Alex_30-06-10_1_T00_01_33.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_01_33.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_01_33.txt,0 0.520573 0.408797 0.186458 0.264815
239,Alex_30-06-10_1_T00_01_34.png,Alex_30-06-10_1_T00_01_34.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_01_34.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_01_34.txt,0 0.52526 0.393056 0.18125 0.268519
240,Alex_30-06-10_1_T00_02_13.png,Alex_30-06-10_1_T00_02_13.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_02_13.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_02_13.txt,0 0.622656 0.269444 0.170833 0.384259
241,Alex_30-06-10_1_T00_02_15.png,Alex_30-06-10_1_T00_02_15.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_02_15.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_02_15.txt,0 0.445312 0.207407 0.196355 0.354629
242,Alex_30-06-10_1_T00_02_24.png,Alex_30-06-10_1_T00_02_24.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_02_24.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_02_24.txt,0 0.557813 0.228704 0.190105 0.376852
243,Alex_30-06-10_1_T00_03_03.png,Alex_30-06-10_1_T00_03_03.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_03_03.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_1_T00_03_03.txt,0 0.47526 0.2625 0.190625 0.37037
244,Alex_30-06-10_2_T00_02_40.png,Alex_30-06-10_2_T00_02_40.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_2_T00_02_40.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_2_T00_02_40.txt,0 0.390625 0.503704 0.234896 0.476852
245,Alex_30-06-10_2_T00_02_56.png,Alex_30-06-10_2_T00_02_56.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_2_T00_02_56.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_2_T00_02_56.txt,0 0.219531 0.498611 0.1875 0.427778
246,Alex_30-06-10_3_T00_00_00.png,Alex_30-06-10_3_T00_00_00.txt,../../chimp_zoo/Chimpanzees/Alex_30-06-10_3_T00_00_00.png,../../chimp_zoo/Chimpanzees/Alex_30-06-10_3_T00_00_00.txt,0 0.414687 0.349444 0.21125 0.437777
247,Alexandra_25-06-10_T00_00_00.png,Alexandra_25-06-10_T00_00_00.txt,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_00_00.png,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_00_00.txt,1 0.486496 0.558666 0.370591 0.878667
248,Alexandra_25-06-10_T00_00_46.png,Alexandra_25-06-10_T00_00_46.txt,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_00_46.png,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_00_46.txt,1 0.441494 0.4528 0.489648 0.776
249,Alexandra_25-06-10_T00_01_15.png,Alexandra_25-06-10_T00_01_15.txt,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_01_15.png,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_01_15.txt,1 0.501875 0.507333 0.419354 0.877333
250,Alexandra_25-06-10_T00_01_40.png,Alexandra_25-06-10_T00_01_40.txt,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_01_40.png,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_01_40.txt,1 0.468046 0.475201 0.434742 0.948802
251,Alexandra_25-06-10_T00_02_04.png,Alexandra_25-06-10_T00_02_04.txt,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_02_04.png,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_02_04.txt,1 0.521602 0.344 0.378037 0.5808
252,Alexandra_25-06-10_T00_02_07.png,Alexandra_25-06-10_T00_02_07.txt,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_02_07.png,../../chimp_zoo/Chimpanzees/Alexandra_25-06-10_T00_02_07.txt,1 0.430983 0.483333 0.336085 0.749333
253,Alexandra_u_Gertrudia_30-06-10_T00_00_43.png,Alexandra_u_Gertrudia_30-06-10_T00_00_43.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_00_43.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_00_43.txt,1 0.72168 0.238667 0.258818 0.470667
254,Alexandra_u_Gertrudia_30-06-10_T00_02_43.png,Alexandra_u_Gertrudia_30-06-10_T00_02_43.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_43.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_43.txt,1 0.501823 0.388426 0.273958 0.49074
255,Alexandra_u_Gertrudia_30-06-10_T00_02_46.png,Alexandra_u_Gertrudia_30-06-10_T00_02_46.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_46.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_46.txt,1 0.451987 0.429333 0.228057 0.446667
256,Alexandra_u_Gertrudia_30-06-10_T00_03_09.png,Alexandra_u_Gertrudia_30-06-10_T00_03_09.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_09.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_09.txt,1 0.548012 0.466 0.27907 0.498666
257,Alexandra_u_Gertrudia_30-06-10_T00_03_11.png,Alexandra_u_Gertrudia_30-06-10_T00_03_11.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_11.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_11.txt,1 0.534896 0.447685 0.247396 0.542592
258,Alexandra_u_Gertrudia_30-06-10_T00_04_59.png,Alexandra_u_Gertrudia_30-06-10_T00_04_59.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_04_59.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_04_59.txt,9 0.596774 0.312667 0.258065 0.418667
259,Alexandra_u_Gertrudia_30-06-10_T00_05_10.png,Alexandra_u_Gertrudia_30-06-10_T00_05_10.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_10.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_10.txt,9 0.647036 0.24 0.222052 0.478666
260,Alexandra_u_Gertrudia_30-06-10_T00_05_14.png,Alexandra_u_Gertrudia_30-06-10_T00_05_14.txt,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_14.png,../../chimp_zoo/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_14.txt,9 0.598274 0.653334 0.234057 0.502667
261,Alexandra_V85_1_03-08-10.png,Alexandra_V85_1_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V85_1_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V85_1_03-08-10.txt,1 0.521354 0.593055 0.185938 0.338889
262,Alexandra_V85_2_03-08-10.png,Alexandra_V85_2_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V85_2_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V85_2_03-08-10.txt,1 0.570833 0.522222 0.182813 0.349074
263,Alexandra_V85_3_03-08-10.png,Alexandra_V85_3_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V85_3_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V85_3_03-08-10.txt,1 0.300781 0.478241 0.145833 0.333333
264,Alexandra_V85_4_03-08-10.png,Alexandra_V85_4_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V85_4_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V85_4_03-08-10.txt,1 0.735938 0.281018 0.176563 0.375925
265,Alexandra_V85_5_03-08-10.png,Alexandra_V85_5_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V85_5_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V85_5_03-08-10.txt,1 0.370573 0.357407 0.1625 0.410185
266,Alexandra_V85_6_03-08-10.png,Alexandra_V85_6_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V85_6_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V85_6_03-08-10.txt,1 0.332032 0.451389 0.147917 0.414815
267,Alexandra_V85_7_03-08-10.png,Alexandra_V85_7_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V85_7_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V85_7_03-08-10.txt,1 0.310677 0.445371 0.140625 0.386111
268,Alexandra_V86_1_03-08-10.png,Alexandra_V86_1_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V86_1_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V86_1_03-08-10.txt,1 0.367405 0.304013 0.100695 0.193673
269,Alexandra_V86_2_03-08-10.png,Alexandra_V86_2_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V86_2_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V86_2_03-08-10.txt,1 0.446615 0.269907 0.2 0.331481
270,Alexandra_V86_3_03-08-10.png,Alexandra_V86_3_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V86_3_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V86_3_03-08-10.txt,1 0.393229 0.506945 0.196354 0.353703
271,Alexandra_V86_4_03-08-10.png,Alexandra_V86_4_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V86_4_03-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V86_4_03-08-10.txt,1 0.346875 0.528241 0.18177 0.274074
272,Alexandra_V110_1_09-08-10.png,Alexandra_V110_1_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_1_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_1_09-08-10.txt,1 0.659073 0.469522 0.11198 0.200618
273,Alexandra_V110_2_09-08-10.png,Alexandra_V110_2_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_2_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_2_09-08-10.txt,1 0.642362 0.471836 0.115016 0.236111
274,Alexandra_V110_3_09-08-10.png,Alexandra_V110_3_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_3_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_3_09-08-10.txt,1 0.695312 0.464892 0.124563 0.175926
275,Alexandra_V110_4_09-08-10.png,Alexandra_V110_4_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_4_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_4_09-08-10.txt,1 0.664062 0.447916 0.137583 0.229939
276,Alexandra_V110_5_09-08-10.png,Alexandra_V110_5_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_5_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_5_09-08-10.txt,1 0.669487 0.474151 0.11111 0.211419
277,Alexandra_V110_6_09-08-10.png,Alexandra_V110_6_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_6_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_6_09-08-10.txt,1 0.649523 0.451775 0.131079 0.237655
278,Alexandra_V110_7_09-08-10_Annett.png,Alexandra_V110_7_09-08-10_Annett.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_7_09-08-10_Annett.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_7_09-08-10_Annett.txt,2 0.466406 0.5 0.203125 0.337962
279,Alexandra_V110_8_09-08-10_Annett.png,Alexandra_V110_8_09-08-10_Annett.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_8_09-08-10_Annett.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_8_09-08-10_Annett.txt,2 0.42296 0.546296 0.193576 0.315587
280,Alexandra_V110_9_09-08-10.png,Alexandra_V110_9_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_9_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_9_09-08-10.txt,1 0.424696 0.330633 0.146702 0.33642
281,Alexandra_V110_10_09-08-10.png,Alexandra_V110_10_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_10_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_10_09-08-10.txt,1 0.4375 0.388889 0.18073 0.326852
282,Alexandra_V110_11_09-08-10.png,Alexandra_V110_11_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_11_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_11_09-08-10.txt,1 0.406467 0.490355 0.164062 0.337963
283,Alexandra_V110_12_09-08-10.png,Alexandra_V110_12_09-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V110_12_09-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V110_12_09-08-10.txt,1 0.421875 0.606867 0.167102 0.33179
284,Alexandra_V120_1_24-08-10.png,Alexandra_V120_1_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_1_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_1_24-08-10.txt,1 0.373177 0.406019 0.195834 0.366667
285,Alexandra_V120_2_24-08-10.png,Alexandra_V120_2_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_2_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_2_24-08-10.txt,1 0.435677 0.347685 0.197916 0.366667
286,Alexandra_V120_3_24-08-10.png,Alexandra_V120_3_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_3_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_3_24-08-10.txt,1 0.383333 0.367593 0.191146 0.376852
287,Alexandra_V120_4_24-08-10.png,Alexandra_V120_4_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_4_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_4_24-08-10.txt,1 0.371875 0.344908 0.19323 0.357407
288,Alexandra_V120_5_24-08-10.png,Alexandra_V120_5_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_5_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_5_24-08-10.txt,1 0.41901 0.274537 0.2125 0.346296
289,Alexandra_V120_6_24-08-10.png,Alexandra_V120_6_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_6_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_6_24-08-10.txt,1 0.356771 0.346297 0.201562 0.287963
290,Alexandra_V120_7_24-08-10.png,Alexandra_V120_7_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_7_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_7_24-08-10.txt,1 0.341666 0.351852 0.198437 0.350926
291,Alexandra_V120_8_24-08-10.png,Alexandra_V120_8_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_8_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_8_24-08-10.txt,1 0.399218 0.284259 0.210417 0.308333
292,Alexandra_V120_9_24-08-10.png,Alexandra_V120_9_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_9_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_9_24-08-10.txt,1 0.345573 0.381944 0.205208 0.35
293,Alexandra_V120_10_24-08-10.png,Alexandra_V120_10_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V120_10_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V120_10_24-08-10.txt,1 0.369791 0.403704 0.189063 0.350926
294,Alexandra_V122_1_24-08-10.png,Alexandra_V122_1_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_1_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_1_24-08-10.txt,1 0.511459 0.372685 0.301563 0.557408
295,Alexandra_V122_2_24-08-10.png,Alexandra_V122_2_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_2_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_2_24-08-10.txt,1 0.445573 0.271296 0.313542 0.541667
296,Alexandra_V122_3_24-08-10.png,Alexandra_V122_3_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_3_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_3_24-08-10.txt,1 0.617447 0.529166 0.271875 0.629629
297,Alexandra_V122_4_24-08-10.png,Alexandra_V122_4_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_4_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_4_24-08-10.txt,1 0.359635 0.540277 0.125 0.357407
298,Alexandra_V122_5_24-08-10.png,Alexandra_V122_5_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_5_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_5_24-08-10.txt,1 0.388281 0.37037 0.161458 0.326852
299,Alexandra_V122_6_24-08-10.png,Alexandra_V122_6_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_6_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_6_24-08-10.txt,1 0.335156 0.381944 0.125 0.324074
300,Alexandra_V122_7_24-08-10.png,Alexandra_V122_7_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_7_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_7_24-08-10.txt,1 0.410417 0.468056 0.190104 0.364815
301,Alexandra_V122_8_24-08-10.png,Alexandra_V122_8_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_8_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_8_24-08-10.txt,1 0.416927 0.385186 0.185416 0.362037
302,Alexandra_V122_9_24-08-10.png,Alexandra_V122_9_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_9_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_9_24-08-10.txt,1 0.375781 0.456481 0.14375 0.350925
303,Alexandra_V122_10_24-08-10.png,Alexandra_V122_10_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_10_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_10_24-08-10.txt,1 0.376042 0.490278 0.125521 0.311111
304,Alexandra_V122_11_24-08-10.png,Alexandra_V122_11_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_11_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_11_24-08-10.txt,1 0.370313 0.509259 0.143229 0.365741
305,Alexandra_V122_12_24-08-10.png,Alexandra_V122_12_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_12_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_12_24-08-10.txt,1 0.358073 0.45 0.129166 0.323148
306,Alexandra_V122_13_24-08-10.png,Alexandra_V122_13_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_13_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_13_24-08-10.txt,1 0.363021 0.462963 0.134896 0.336112
307,Alexandra_V122_14_24-08-10.png,Alexandra_V122_14_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_14_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_14_24-08-10.txt,1 0.372916 0.471759 0.151563 0.342593
308,Alexandra_V122_15_24-08-10.png,Alexandra_V122_15_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_15_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_15_24-08-10.txt,1 0.333333 0.367593 0.140104 0.312037
309,Alexandra_V122_16_24-08-10.png,Alexandra_V122_16_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_16_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_16_24-08-10.txt,1 0.385677 0.411574 0.142708 0.264814
310,Alexandra_V122_17_24-08-10.png,Alexandra_V122_17_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_17_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_17_24-08-10.txt,1 0.370573 0.423611 0.139584 0.274074
311,Alexandra_V122_18_24-08-10.png,Alexandra_V122_18_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_18_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_18_24-08-10.txt,1 0.376042 0.418519 0.135937 0.265741
312,Alexandra_V122_19_24-08-10.png,Alexandra_V122_19_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_19_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_19_24-08-10.txt,1 0.396354 0.430092 0.141146 0.237037
313,Alexandra_V122_20_24-08-10.png,Alexandra_V122_20_24-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V122_20_24-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V122_20_24-08-10.txt,1 0.397135 0.467593 0.144791 0.326852
314,Alexandra_V164_1_26-08-10.png,Alexandra_V164_1_26-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V164_1_26-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V164_1_26-08-10.txt,1 0.521875 0.376852 0.147396 0.287963
315,Alexandra_V164_2_26-08-10.png,Alexandra_V164_2_26-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V164_2_26-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V164_2_26-08-10.txt,1 0.535677 0.4125 0.158334 0.294444
316,Alexandra_V164_3_26-08-10.png,Alexandra_V164_3_26-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V164_3_26-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V164_3_26-08-10.txt,1 0.572657 0.351389 0.160417 0.305556
317,Alexandra_V164_4_26-08-10.png,Alexandra_V164_4_26-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V164_4_26-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V164_4_26-08-10.txt,1 0.433816 0.485209 0.169983 0.280386
318,Alexandra_V164_5_26-08-10.png,Alexandra_V164_5_26-08-10.txt,../../chimp_zoo/Chimpanzees/Alexandra_V164_5_26-08-10.png,../../chimp_zoo/Chimpanzees/Alexandra_V164_5_26-08-10.txt,1 0.43255 0.437621 0.167451 0.297106
319,Alex_V87_1_03-08-10.png,Alex_V87_1_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alex_V87_1_03-08-10.png,../../chimp_zoo/Chimpanzees/Alex_V87_1_03-08-10.txt,0 0.619271 0.468519 0.182812 0.480555
320,Alex_V87_2_03-08-10.png,Alex_V87_2_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alex_V87_2_03-08-10.png,../../chimp_zoo/Chimpanzees/Alex_V87_2_03-08-10.txt,0 0.60651 0.51574 0.226041 0.467593
321,Alex_V87_3_03-08-10.png,Alex_V87_3_03-08-10.txt,../../chimp_zoo/Chimpanzees/Alex_V87_3_03-08-10.png,../../chimp_zoo/Chimpanzees/Alex_V87_3_03-08-10.txt,0 0.609635 0.583796 0.222917 0.47963
