,file_name,annotation_file,image_path,annotation_path,annotation,label
53,Alexandra_V110_8_09-08-10_Annett.png,Alexandra_V110_8_09-08-10_Annett.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_8_09-08-10_Annett.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_8_09-08-10_Annett.txt,2 0.42296 0.546296 0.193576 0.315587,2
54,Alexandra_V110_9_09-08-10.png,Alexandra_V110_9_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_9_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_9_09-08-10.txt,1 0.424696 0.330633 0.146702 0.33642,1
55,Alexandra_V110_10_09-08-10.png,Alexandra_V110_10_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_10_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_10_09-08-10.txt,1 0.4375 0.388889 0.18073 0.326852,1
56,Alexandra_V110_11_09-08-10.png,Alexandra_V110_11_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_11_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_11_09-08-10.txt,1 0.406467 0.490355 0.164062 0.337963,1
57,Alexandra_V110_12_09-08-10.png,Alexandra_V110_12_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_12_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_12_09-08-10.txt,1 0.421875 0.606867 0.167102 0.33179,1
58,Alexandra_V120_1_24-08-10.png,Alexandra_V120_1_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_1_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_1_24-08-10.txt,1 0.373177 0.406019 0.195834 0.366667,1
59,Alexandra_V120_2_24-08-10.png,Alexandra_V120_2_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_2_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_2_24-08-10.txt,1 0.435677 0.347685 0.197916 0.366667,1
60,Alexandra_V120_3_24-08-10.png,Alexandra_V120_3_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_3_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_3_24-08-10.txt,1 0.383333 0.367593 0.191146 0.376852,1
61,Alexandra_V120_4_24-08-10.png,Alexandra_V120_4_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_4_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_4_24-08-10.txt,1 0.371875 0.344908 0.19323 0.357407,1
62,Alexandra_V120_5_24-08-10.png,Alexandra_V120_5_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_5_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_5_24-08-10.txt,1 0.41901 0.274537 0.2125 0.346296,1
63,Alexandra_V120_6_24-08-10.png,Alexandra_V120_6_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_6_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_6_24-08-10.txt,1 0.356771 0.346297 0.201562 0.287963,1
64,Alexandra_V120_7_24-08-10.png,Alexandra_V120_7_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_7_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_7_24-08-10.txt,1 0.341666 0.351852 0.198437 0.350926,1
65,Alexandra_V120_8_24-08-10.png,Alexandra_V120_8_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_8_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_8_24-08-10.txt,1 0.399218 0.284259 0.210417 0.308333,1
66,Alexandra_V120_9_24-08-10.png,Alexandra_V120_9_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_9_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_9_24-08-10.txt,1 0.345573 0.381944 0.205208 0.35,1
67,Alexandra_V120_10_24-08-10.png,Alexandra_V120_10_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_10_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V120_10_24-08-10.txt,1 0.369791 0.403704 0.189063 0.350926,1
68,Alexandra_V122_1_24-08-10.png,Alexandra_V122_1_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V122_1_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V122_1_24-08-10.txt,1 0.511459 0.372685 0.301563 0.557408,1
69,Alexandra_V122_2_24-08-10.png,Alexandra_V122_2_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V122_2_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V122_2_24-08-10.txt,1 0.445573 0.271296 0.313542 0.541667,1
70,Alexandra_V122_3_24-08-10.png,Alexandra_V122_3_24-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V122_3_24-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V122_3_24-08-10.txt,1 0.617447 0.529166 0.271875 0.629629,1
